company_name,symbol,revenue_cagr,pat_growth,eps_growth,roce,cash_flow,promoter_holding
Dev Information Technology Limited,DEVIT,,,,,,
Dev Accelerator Limited,DEVX,,,,,,
Devyani International Limited,DEVYANI,,,,,,
Digicontent Limited,DGCONTENT,,,,,,
Dhampur Sugar Mills Limited,DHAMPURSUG,,,,,,
Dhanlaxmi Bank Limited,DHANBANK,,,,,,
Dhanuka Agritech Limited,DHANUKA,,,,,,
DHARAN INFRA-EPC LIMITED,DHARAN,,,,,,
Dharmaj Crop Guard Limited,DHARMAJ,,,,,,
Dhruv Consultancy Services Limited,DHRUV,,,,,,
Dhunseri Investments Limited,DHUNINV,,,,,,
Diamond Power Infrastructure Limited,DIACABS,,,,,,
Diamines & Chemicals Limited,DIAMINESQ,,,,,,
Prataap Snacks Limited,DIAMONDYD,,,,,,
DIC India Limited,DICIND,,,,,,
Diffusion Engineers Limited,DIFFNKG,,,,,,
Digidrive Distributors Limited,DIGIDRIVE,,,,,,
DiGiSPICE Technologies Limited,DIGISPICE,,,,,,
Digitide Solutions Limited,DIGITIDE,,,,,,
Digjam Limited,DIGJAMLMTD,,,,,,
Disa India Limited,DISAQ,,,,,,
Dish TV India Limited,DISHTV,,,,,,
Divgi Torqtransfer Systems Limited,DIVGIITTS,,,,,,
Divi's Laboratories Limited,DIVISLAB,,,,,,
Dixon Technologies (India) Limited,DIXON,,,,,,
DJ Mediaprint & Logistics Limited,DJML,,,,,,
DLF Limited,DLF,,,,,,
D-Link (India) Limited,DLINKINDIA,,,,,,
Avenue Supermarts Limited,DMART,,,,,,
DMCC SPECIALITY CHEMICALS LIMITED,DMCC,,,,,,
Diligent Media Corporation Limited,DNAMEDIA,,,,,,
Dodla Dairy Limited,DODLA,,,,,,
Dolat Algotech Limited,DOLATALGO,,,,,,
Dollar Industries Limited,DOLLAR,,,,,,
Dolphin Offshore Enterprises (India) Limited,DOLPHIN,,,,,,
DOMS Industries Limited,DOMS,,,,,,
Donear Industries Limited,DONEAR,,,,,,
D. P. Abhushan Limited,DPABHUSHAN,,,,,,
DPSC Limited,DPSCLTD,,,,,,
D P Wires Limited,DPWIRES,,,,,,
Dr Agarwals Eye Hospital Limited,DRAGARWQ,,,,,,
DRC Systems India Limited,DRCSYSTEMS,,,,,,
Dreamfolks Services Limited,DREAMFOLKS,,,,,,
Dredging Corporation of India Limited,DREDGECORP,,,,,,
Dr. Reddy's Laboratories Limited,DRREDDY,,,,,,
DCM Shriram Fine Chemicals Limited,DSFCL,,,,,,
Dynacons Systems & Solutions Limited,DSSL,,,,,,
Dhunseri Tea & Industries Limited,DTIL,,,,,,
Ducon Infratechnologies Limited,DUCON,,,,,,
Dhunseri Ventures Limited,DVL,,,,,,
Dwarikesh Sugar Industries Limited,DWARKESH,,,,,,
Dynamic Cables Limited,DYCL,,,,,,
Dynamatic Technologies Limited,DYNAMATECH,,,,,,
Dynemic Products Limited,DYNPRO,,,,,,
E2E Networks Limited,E2E,,,,,,
Easy Trip Planners Limited,EASEMYTRIP,,,,,,
Eastern Silk Industries Limited,EASTSILK,,,,,,
GNG Electronics Limited,EBGNG,,,,,,
eClerx Services Limited,ECLERX,,,,,,
Ecos (India) Mobility & Hospitality Limited,ECOSMOBLTY,,,,,,
Edelweiss Financial Services Limited,EDELWEISS,,,,,,
EFC (I) Limited,EFCIL,,,,,,
Eicher Motors Limited,EICHERMOT,,,,,,
EID Parry India Limited,EIDPARRY,,,,,,
Enviro Infra Engineers Limited,EIEL,,,,,,
Euro India Fresh Foods Limited,EIFFL,,,,,,
EIH Associated Hotels Limited,EIHAHOTELS,,,,,,
EIH Limited,EIHOTEL,,,,,,
Eimco Elecon (India) Limited,EIMCOELECO,,,,,,
Everest Kanto Cylinder Limited,EKC,,,,,,
Elantas Beck India Limited,ELANTAS,,,,,,
EL CID Investments Limited,ELCIDIN,,,,,,
Eldeco Housing And Industries Limited,ELDEHSG,,,,,,
Elecon Engineering Company Limited,ELECON,,,,,,
Electrosteel Castings Limited,ELECTCAST,,,,,,
Electrotherm (India) Limited,ELECTHERM,,,,,,
Elgi Equipments Limited,ELGIEQUIP,,,,,,
Elgi Rubber Company Limited,ELGIRUBCO,,,,,,
Elin Electronics Limited,ELIN,,,,,,
Elitecon International Limited,ELITECON,,,,,,
Ellenbarrie Industrial Gases Limited,ELLEN,,,,,,
Elpro International Limited,ELPROINTL,,,,,,
Emami Limited,EMAMILTD,,,,,,
Emami Paper Mills Limited,EMAMIPAP,,,,,,
Emami Realty Limited,EMAMIREAL,,,,,,
Embassy Developments Limited,EMBDL,,,,,,
Emcure Pharmaceuticals Limited,EMCURE,,,,,,
Electronics Mart India Limited,EMIL,,,,,,
Emkay Global Financial Services Limited,EMKAY,,,,,,
Emmbi Industries Limited,EMMBI,,,,,,
Emmvee Photovoltaic Power Limited,EMMVEE,,,,,,
Empower India Limited,EMPOWER,,,,,,
EMS Limited,EMSLIMITED,,,,,,
eMudhra Limited,EMUDHRA,,,,,,
Endurance Technologies Limited,ENDURANCE,,,,,,
Energy Development Company Limited,ENERGYDEV,,,,,,
Engineers India Limited,ENGINERSIN,,,,,,
Entertainment Network (India) Limited,ENIL,,,,,,
Siemens Energy India Limited,ENRIN,,,,,,
Entero Healthcare Solutions Limited,ENTERO,,,,,,
EPACK Durable Limited,EPACK,,,,,,
EPack Prefab Technologies Limited,EPACKPEB,,,,,,
Epigral Limited,EPIGRAL,,,,,,
EPL Limited,EPL,,,,,,
Equippp Social Impact Technologies Limited,EQUIPPP,,,,,,
Equitas Small Finance Bank Limited,EQUITASBNK,,,,,,
Eris Lifesciences Limited,ERIS,,,,,,
Esab India Limited,ESABINDIA,,,,,,
ESAF Small Finance Bank Limited,ESAFSFB,,,,,,
Escorts Kubota Limited,ESCORTS,,,,,,
Essar Shipping Limited,ESSARSHPNG,,,,,,
Integra Essentia Limited,ESSENTIA,,,,,,
Ester Industries Limited,ESTER,,,,,,
ETERNAL LIMITED,ETERNAL,,,,,,
Ethos Limited,ETHOSLTD,,,,,,
Eureka Forbes Limited,EUREKAFORB,,,,,,
Euro Panel Products Limited,EUROBOND,,,,,,
Euro Pratik Sales Limited,EUROPRATIK,,,,,,
Eurotex Industries and Exports Limited,EUROTEXIND,,,,,,
Eveready Industries India Limited,EVEREADY,,,,,,
Everest Industries Limited,EVERESTIND,,,,,,
Excel Industries Limited,EXCELINDUS,,,,,,
Excelsoft Technologies Limited,EXCELSOFT,,,,,,
Exicom Tele-Systems Limited,EXICOM,,,,,,
Exide Industries Limited,EXIDEIND,,,,,,
Expleo Solutions Limited,EXPLEOSOL,,,,,,
Exxaro Tiles Limited,EXXARO,,,,,,
Fabtech Technologies Limited,FABTECH,,,,,,
Fertilizers and Chemicals Travancore Limited,FACT,,,,,,
Fairchem Organics Limited,FAIRCHEMOR,,,,,,
Faze Three Limited,FAZE3Q,,,,,,
Fineotex Chemical Limited,FCL,,,,,,
FCS Software Solutions Limited,FCSSOFT,,,,,,
FDC Limited,FDC,,,,,,
Fedders Holding Limited,FEDDERSHOL,,,,,,
The Federal Bank  Limited,FEDERALBNK,,,,,,
Fedbank Financial Services Limited,FEDFINA,,,,,,
Future Enterprises Limited,FEL,,,,,,
Fermenta Biotech Limited,FERMENTA,,,,,,
Fiberweb (India) Limited,FIBERWEB,,,,,,
Fiem Industries Limited,FIEMIND,,,,,,
Filatex India Limited,FILATEX,,,,,,
Filatex Fashions Limited,FILATFASH,,,,,,
Finolex Cables Limited,FINCABLES,,,,,,
Fine Organic Industries Limited,FINEORG,,,,,,
Finkurve Financial Services Limited,FINKURVE,,,,,,
Fino Payments Bank Limited,FINOPB,,,,,,
Finolex Industries Limited,FINPIPE,,,,,,
Brainbees Solutions Limited,FIRSTCRY,,,,,,
Fischer Medical Ventures Limited,FISCHER,,,,,,
Five-Star Business Finance Limited,FIVESTAR,,,,,,
Flair Writing Industries Limited,FLAIR,,,,,,
Flexituff Ventures International Limited,FLEXITUFF,,,,,,
Future Lifestyle Fashions Limited,FLFL,,,,,,
Gujarat Fluorochemicals Limited,FLUOROCHEM,,,,,,
Federal-Mogul Goetze (India) Limited.,FMGOETZE,,,,,,
Future Market Networks Limited,FMNL,,,,,,
Focus Lighting and Fixtures Limited,FOCUS,,,,,,
Foods & Inns Limited,FOODSIN,,,,,,
FORCE MOTORS LTD,FORCEMOT,,,,,,
Fortis Healthcare Limited,FORTIS,,,,,,
Foseco India Limited,FOSECOIND,,,,,,
Fractal Analytics Limited,FRACTAL,,,,,,
Frontier Springs Limited,FRONTSP,,,,,,
Firstsource Solutions Limited,FSL,,,,,,
Fusion Finance Limited,FUSION,,,,,,
Gabriel India Limited,GABRIEL,,,,,,
Gujarat Ambuja Exports Limited,GAEL,,,,,,
GAIL (India) Limited,GAIL,,,,,,
Gala Precision Engineering Limited,GALAPREC,,,,,,
Galaxy Surfactants Limited,GALAXYSURF,,,,,,
Gallantt Ispat Limited,GALLANTT,,,,,,
Gandhar Oil Refinery (India) Limited,GANDHAR,,,,,,
Gandhi Special Tubes Limited,GANDHITUBE,,,,,,
Ganesha Ecosphere Limited,GANECOS,,,,,,
Ganesh Benzoplast Limited,GANESHBE,,,,,,
Ganesh Consumer Products Limited,GANESHCP,,,,,,
GANESH HOUSING LIMITED,GANESHHOU,,,,,,
Ganga Forging Limited,GANGAFORGE,,,,,,
Ganges Securities Limited,GANGESSECU,,,,,,
Garware Technical Fibres Limited,GARFIBRES,,,,,,
Garuda Construction and Engineering Limited,GARUDA,,,,,,
GACM Technologies Limited,GATECH,,,,,,
Gateway Distriparks Limited,GATEWAY,,,,,,
Gaudium IVF and Women Health Limited,GAUDIUMIVF,,,,,,
Gayatri Highways Limited,GAYAHWS,,,,,,
Gayatri Projects Limited,GAYAPROJ,,,,,,
Gretex Corporate Services Limited,GCSL,,,,,,
GeeCee Ventures Limited,GEECEE,,,,,,
Geekay Wires Limited,GEEKAYWIRE,,,,,,
Gem Aromatics Limited,GEMAROMA,,,,,,
Generic Engineering Construction and Projects Limited,GENCON,,,,,,
Genesys International Corporation Limited,GENESYS,,,,,,
Genus Paper & Boards Limited,GENUSPAPER,,,,,,
Genus Power Infrastructures Limited,GENUSPOWER,,,,,,
Geojit Financial Services Limited,GEOJITFSL,,,,,,
The Great Eastern Shipping Company Limited,GESHIP,,,,,,
GFL Limited,GFLLIMITED,,,,,,
GHCL Limited,GHCL,,,,,,
GHCL Textiles Limited,GHCLTEXTIL,,,,,,
GIC Housing Finance Limited,GICHSGFIN,,,,,,
Globe International Carriers Limited,GICL,,,,,,
General Insurance Corporation of India,GICRE,,,,,,
Gillanders Arbuthnot & Company Limited,GILLANDERS,,,,,,
Gillette India Limited,GILLETTE,,,,,,
Ginni Filaments Limited,GINNIFILA,,,,,,
Gujarat Industries Power Company Limited,GIPCL,,,,,,
GK Energy Limited,GKENERGY,,,,,,
Gujarat Kidney And Super Speciality Limited,GKSL,,,,,,
GKW Limited,GKWLIMITED,,,,,,
Gland Pharma Limited,GLAND,,,,,,
GlaxoSmithKline Pharmaceuticals Limited,GLAXO,,,,,,
Glenmark Pharmaceuticals Limited,GLENMARK,,,,,,
Gujarat Lease Financing Limited,GLFL,,,,,,
Global Education Limited,GLOBAL,,,,,,
Globale Tessile Limited,GLOBALE,,,,,,
Global Vectra Helicorp Limited,GLOBALVECT,,,,,,
GLOBE ENTERPRISES (INDIA) LIMITED,GLOBE,,,,,,
Globe Civil Projects Limited,GLOBECIVIL,,,,,,
Globus Spirits Limited,GLOBUSSPR,,,,,,
Gloster Limited,GLOSTERLTD,,,,,,
Glottis Limited,GLOTTIS,,,,,,
GM Breweries Limited,GMBREW,,,,,,
Gujarat Mineral Development Corporation Limited,GMDCLTD,,,,,,
GMM Pfaudler Limited,GMMPFAUDLR,,,,,,
GMR AIRPORTS LIMITED,GMRAIRPORT,,,,,,
GMR Power and Urban Infra Limited,GMRP&UI,,,,,,
GNA Axles Limited,GNA,,,,,,
Gujarat Narmada Valley Fertilizers and Chemicals Limited,GNFC,,,,,,
Gujarat Natural Resources Limited,GNRL,,,,,,
Goa Carbon Limited,GOACARBON,,,,,,
GOCL Corporation Limited,GOCLCORP,,,,,,
Go Fashion (India) Limited,GOCOLORS,,,,,,
Godavari Biorefineries Limited,GODAVARIB,,,,,,
Godfrey Phillips India Limited,GODFRYPHLP,,,,,,
Go Digit General Insurance Limited,GODIGIT,,,,,,
Godrej Agrovet Limited,GODREJAGRO,,,,,,
Godrej Consumer Products Limited,GODREJCP,,,,,,
Godrej Industries Limited,GODREJIND,,,,,,
Godrej Properties Limited,GODREJPROP,,,,,,
Gokaldas Exports Limited,GOKEX,,,,,,
Gokul Refoils and Solvent Limited,GOKUL,,,,,,
Gokul Agro Resources Limited,GOKULAGRO,,,,,,
Golden Tobacco Limited,GOLDENTOBC,,,,,,
Goldiam International Limited,GOLDIAM,,,,,,
AION-TECH SOLUTIONS LIMITED,GOLDTECH,,,,,,
Goodluck India Limited,GOODLUCK,,,,,,
Goodyear India Limited,GOODYEAR,,,,,,
Gopal Snacks Limited,GOPAL,,,,,,
Goyal Aluminiums Limited,GOYALALUM,,,,,,
Godawari Power And Ispat limited,GPIL,,,,,,
Gujarat Pipavav Port Limited,GPPL,,,,,,
GPT Healthcare Limited,GPTHEALTH,,,,,,
GPT Infraprojects Limited,GPTINFRA,,,,,,
Gradiente Infotainment Limited,GRADIENTE,,,,,,
Grand Oak Canyons Distillery Limited,GRANDOAK,,,,,,
Granules India Limited,GRANULES,,,,,,
Graphite India Limited,GRAPHITE,,,,,,
Grasim Industries Limited,GRASIM,,,,,,
Grauer & Weil India Limited,GRAUWEIL,,,,,,
Graviss Hospitality Limited,GRAVISSHO,,,,,,
Gravita India Limited,GRAVITA,,,,,,
Greaves Cotton Limited,GREAVESCOT,,,,,,
Greenlam Industries Limited,GREENLAM,,,,,,
Greenpanel Industries Limited,GREENPANEL,,,,,,
Greenply Industries Limited,GREENPLY,,,,,,
Orient Green Power Company Limited,GREENPOWER,,,,,,
Grindwell Norton Limited,GRINDWELL,,,,,,
G R Infraprojects Limited,GRINFRA,,,,,,
GRM Overseas Limited,GRMOVER,,,,,,
The Grob Tea Company Limited,GROBTEA,,,,,,
Billionbrains Garage Ventures Limited,GROWW,,,,,,
GRP Limited,GRPLTD,,,,,,
Garden Reach Shipbuilders & Engineers Limited,GRSE,,,,,,
Garware Hi-Tech Films Limited,GRWRHITECH,,,,,,
Gujarat State Fertilizers & Chemicals Limited,GSFC,,,,,,
Global Surfaces Limited,GSLSU,,,,,,
GSP Crop Science Limited,GSPCROP,,,,,,
GSS Infotech Limited,GSS,,,,,,
G-TEC JAINX EDUCATION LIMITED,GTECJAINX,,,,,,
GTL Limited,GTL,,,,,,
GTL Infrastructure Limited,GTLINFRA,,,,,,
GTPL Hathway Limited,GTPL,,,,,,
Gufic Biosciences Limited,GUFICBIO,,,,,,
Gujarat Alkalies and Chemicals Limited,GUJALKALI,,,,,,
Gujarat Apollo Industries Limited,GUJAPOLLO,,,,,,
Gujarat Gas Limited,GUJGASLTD,,,,,,
Gujarat Raffia Industries Limited,GUJRAFFIA,,,,,,
Gujarat Themis Biosyn Limited,GUJTHEM,,,,,,
Gulf Oil Lubricants India Limited,GULFOILLUB,,,,,,
GP Petroleums Limited,GULFPETRO,,,,,,
Gulshan Polyols Limited,GULPOLY,,,,,,
GVK Power & Infrastructure Limited,GVKPIL,,,,,,
GE Power India Limited,GVPIL,,,,,,
GVP Infotech Limited,GVPTECH,,,,,,
GE Vernova T&D India Limited,GVT&D,,,,,,
Hindustan Aeronautics Limited,HAL,,,,,,
Halder Venture Limited,HALDER,,,,,,
Haldyn Glass Limited,HALDYNGL,,,,,,
HALEOS LABS LIMITED,HALEOSLABS,,,,,,
Happiest Minds Technologies Limited,HAPPSTMNDS,,,,,,
Happy Forgings Limited,HAPPYFORGE,,,,,,
Hardwyn India Limited,HARDWYN,,,,,,
Hariom Pipe Industries Limited,HARIOMPIPE,,,,,,
Harrisons  Malayalam Limited,HARRMALAYA,,,,,,
Harsha Engineers International Limited,HARSHA,,,,,,
Hathway Cable & Datacom Limited,HATHWAY,,,,,,
Hatsun Agro Product Limited,HATSUN,,,,,,
Havells India Limited,HAVELLS,,,,,,
Sri Havisha Hospitality and Infrastructure Limited,HAVISHA,,,,,,
Hawkins Cookers Limited,HAWKINCOOK,,,,,,
HB Estate Developers Limited,HBESD,,,,,,
HBL Engineering Limited,HBLENGINE,,,,,,
HB Stockholdings Limited,HBSL,,,,,,
Hindustan Construction Company Limited,HCC,,,,,,
Healthcare Global Enterprises Limited,HCG,,,,,,
HCL Infosystems Limited,HCL-INSYS,,,,,,
HCL Technologies Limited,HCLTECH,,,,,,
HDB Financial Services Limited,HDBFS,,,,,,
HDFC Asset Management Company Limited,HDFCAMC,,,,,,
HDFC Bank Limited,HDFCBANK,,,,,,
HDFC Life Insurance Company Limited,HDFCLIFE,,,,,,
Housing Development and Infrastructure Limited,HDIL,,,,,,
Heads UP Ventures Limited,HEADSUP,,,,,,
Health X Platform Limited,HEALTHX,,,,,,
HEC Infra Projects Limited,HECPROJECT,,,,,,
HEG Limited,HEG,,,,,,
HeidelbergCement India Limited,HEIDELBERG,,,,,,
Hemisphere Properties India Limited,HEMIPROP,,,,,,
Heranba Industries Limited,HERANBA,,,,,,
Heritage Foods Limited,HERITGFOOD,,,,,,
Hero MotoCorp Limited,HEROMOTOCO,,,,,,
Hester Biosciences Limited,HESTERBIO,,,,,,
Hexagon Nutrition Limited,HEXAGON,,,,,,
Hexa Tradex Limited,HEXATRADEX,,,,,,
Hexaware Technologies Limited,HEXT,,,,,,
HFCL Limited,HFCL,,,,,,
H.G. Infra Engineering Limited,HGINFRA,,,,,,
HandsOn Global Management (HGM) Limited,HGM,,,,,,
Hinduja Global Solutions Limited,HGS,,,,,,
Hikal Limited,HIKAL,,,,,,
Highway Infrastructure Limited,HILINFRA,,,,,,
Hilton Metal Forging Limited,HILTON,,,,,,
Himatsingka Seide Limited,HIMATSEIDE,,,,,,
Hindalco Industries Limited,HINDALCO,,,,,,
Hindustan Composites Limited,HINDCOMPOS,,,,,,
Hindcon Chemicals Limited,HINDCON,,,,,,
Hindustan Copper Limited,HINDCOPPER,,,,,,
Hindustan Oil Exploration Company Limited,HINDOILEXP,,,,,,
Hindustan Petroleum Corporation Limited,HINDPETRO,,,,,,
Hindustan Unilever Limited,HINDUNILVR,,,,,,
Hindware Home Innovation Limited,HINDWAREAP,,,,,,
Hindustan Zinc Limited,HINDZINC,,,,,,
Hind Rectifiers Limited,HIRECT,,,,,,
Hisar Metal Industries Limited,HISARMETAL,,,,,,
Hi-Tech Pipes Limited,HITECH,,,,,,
Hitech Corporation Limited,HITECHCORP,,,,,,
The Hi-Tech Gears Limited,HITECHGEAR,,,,,,
HLE Glascoat Limited,HLEGLAS,,,,,,
HLV LIMITED,HLVLTD,,,,,,
HMA Agro Industries Limited,HMAAGRO,,,,,,
HMT Limited,HMT,,,,,,
Hindustan Media Ventures Limited,HMVL,,,,,,
Hindustan Foods Limited,HNDFDS,,,,,,
Home First Finance Company India Limited,HOMEFIRST,,,,,,
Honasa Consumer Limited,HONASA,,,,,,
Honeywell Automation India Limited,HONAUT,,,,,,
Honda India Power Products Limited,HONDAPOWER,,,,,,
HP Adhesives Limited,HPAL,,,,,,
Hindprakash Industries Limited,HPIL,,,,,,
HPL Electric & Power Limited,HPL,,,,,,
Himadri Speciality Chemical Limited,HSCL,,,,,,
HT Media Limited,HTMEDIA,,,,,,
Hubtown Limited,HUBTOWN,,,,,,
Housing & Urban Development Corporation Limited,HUDCO,,,,,,
Huhtamaki India Limited,HUHTAMAKI,,,,,,
Hybrid Financial Services Limited,HYBRIDFIN,,,,,,
Hyundai Motor India Limited,HYUNDAI,,,,,,
Indiabulls Limited,IBULLSLTD,,,,,,
ICDS Limited,ICDSLTD,,,,,,
Ice Make Refrigeration Limited,ICEMAKE,,,,,,
ICICI Prudential Asset Management Company Limited,ICICIAMC,,,,,,
ICICI Bank Limited,ICICIBANK,,,,,,
ICICI Lombard General Insurance Company Limited,ICICIGI,,,,,,
ICICI Prudential Life Insurance Company Limited,ICICIPRULI,,,,,,
Indo Count Industries Limited,ICIL,,,,,,
ICRA Limited,ICRA,,,,,,
IDBI Bank Limited,IDBI,,,,,,
Vodafone Idea Limited,IDEA,,,,,,
Ideaforge Technology Limited,IDEAFORGE,,,,,,
IDFC First Bank Limited,IDFCFIRSTB,,,,,,
Indian Energy Exchange Limited,IEX,,,,,,
IFB Agro Industries Limited,IFBAGRO,,,,,,
IFB Industries Limited,IFBIND,,,,,,
IFCI Limited,IFCI,,,,,,
IFGL Refractories Limited,IFGLEXPOR,,,,,,
Igarashi Motors India Limited,IGARASHI,,,,,,
Indogulf Cropsciences Limited,IGCL,,,,,,
International Gemological Institute Limited,IGIL,,,,,,
Indraprastha Gas Limited,IGL,,,,,,
IG Petrochemicals Limited,IGPL,,,,,,
IIFL Finance Limited,IIFL,,,,,,
IIFL Capital Services Limited,IIFLCAPS,,,,,,
Industrial Investment Trust Limited,IITL,,,,,,
IKIO Technologies Limited,IKIO,,,,,,
Inventurus Knowledge Solutions Limited,IKS,,,,,,
IL&FS Engineering and Construction Company Limited,IL&FSENGG,,,,,,
IL&FS Transportation Networks Limited,IL&FSTRANS,,,,,,
Imagicaaworld Entertainment Limited,IMAGICAA,,,,,,
Indian Metals & Ferro Alloys Limited,IMFA,,,,,,
India Motor Parts and Accessories Limited,IMPAL,,,,,,
Insolation Energy Limited,INA,,,,,,
INCREDIBLE INDUSTRIES LIMITED,INCREDIBLE,,,,,,
Indbank Merchant Banking Services Limited,INDBANK,,,,,,
Indegene Limited,INDGN,,,,,,
The Indian Hotels Company Limited,INDHOTEL,,,,,,
The India Cements Limited,INDIACEM,,,,,,
India Glycols Limited,INDIAGLYCO,,,,,,
Indiamart Intermesh Limited,INDIAMART,,,,,,
Indian Bank,INDIANB,,,,,,
Indian Card Clothing Company Limited,INDIANCARD,,,,,,
Indian Hume Pipe Company Limited,INDIANHUME,,,,,,
India Shelter Finance Corporation Limited,INDIASHLTR,,,,,,
InterGlobe Aviation Limited,INDIGO,,,,,,
Indigo Paints Limited,INDIGOPNTS,,,,,,
Indiqube Spaces Limited,INDIQUBE,,,,,,
India Nippon Electricals Limited,INDNIPPON,,,,,,
Indo Amines Limited,INDOAMIN,,,,,,
Indo Borax & Chemicals Limited,INDOBORAX,,,,,,
Indoco Remedies Limited,INDOCO,,,,,,
Indo Farm Equipment Limited,INDOFARM,,,,,,
Indo Rama Synthetics (India) Limited,INDORAMA,,,,,,
IndoStar Capital Finance Limited,INDOSTAR,,,,,,
Indo Tech Transformers Limited,INDOTECH,,,,,,
Indo Thai Securities Limited,INDOTHAI,,,,,,
Indo Us Biotech Limited,INDOUS,,,,,,
Indowind Energy Limited,INDOWIND,,,,,,
Industrial & Prudential Investment Company Limited,INDPRUD,,,,,,
Indraprastha Medical Corporation Limited,INDRAMEDCO,,,,,,
Ind-Swift Laboratories Limited,INDSWFTLAB,,,,,,
Indian Terrain Fashions Limited,INDTERRAIN,,,,,,
IndusInd Bank Limited,INDUSINDBK,,,,,,
Indus Towers Limited,INDUSTOWER,,,,,,
InfoBeans Technologies Limited,INFOBEAN,,,,,,
Infomedia Press Limited,INFOMEDIA,,,,,,
Infosys Limited,INFY,,,,,,
Ingersoll Rand (India) Limited,INGERRAND,,,,,,
Innova Captab Limited,INNOVACAP,,,,,,
Innovana Thinklabs Limited,INNOVANA,,,,,,
Innovision Limited,INNOVISION,,,,,,
Inox Green Energy Services Limited,INOXGREEN,,,,,,
INOX India Limited,INOXINDIA,,,,,,
Inox Wind Limited,INOXWIND,,,,,,
Insecticides (India) Limited,INSECTICID,,,,,,
Inspirisys Solutions Limited,INSPIRISYS,,,,,,
Intellect Design Arena Limited,INTELLECT,,,,,,
Intense Technologies Limited,INTENTECH,,,,,,
Interarch Building Solutions Limited,INTERARCH,,,,,,
International Conveyors Limited,INTLCONV,,,,,,
Inventure Growth & Securities Limited,INVENTURE,,,,,,
Investment & Precision Castings Limited,INVPRECQ,,,,,,
Indian Overseas Bank,IOB,,,,,,
Indian Oil Corporation Limited,IOC,,,,,,
IOL Chemicals and Pharmaceuticals Limited,IOLCP,,,,,,
ION Exchange (India) Limited,IONEXCHANG,,,,,,
IPCA Laboratories Limited,IPCALAB,,,,,,
India Pesticides Limited,IPL,,,,,,
IRB Infrastructure Developers Limited,IRB,,,,,,
Ircon International Limited,IRCON,,,,,,
Indian Railway Catering And Tourism Corporation Limited,IRCTC,,,,,,
Indian Renewable Energy Development Agency Limited,IREDA,,,,,,
Indian Railway Finance Corporation Limited,IRFC,,,,,,
IRIS RegTech Solutions Limited,IRIS,,,,,,
Iris Clothings Limited,IRISDOREME,,,,,,
IRM Energy Limited,IRMENERGY,,,,,,
Intrasoft Technologies Limited,ISFT,,,,,,
Isgec Heavy Engineering Limited,ISGEC,,,,,,
Ishan Dyes and Chemicals Limited,ISHANCH,,,,,,
ITC Limited,ITC,,,,,,
ITC Hotels Limited,ITCHOTELS,,,,,,
India Tourism Development Corporation Limited,ITDC,,,,,,
ITI Limited,ITI,,,,,,
Ivalue Infosolutions Limited,IVALUE,,,,,,
IL&FS Investment Managers Limited,IVC,,,,,,
IVP Limited,IVP,,,,,,
The Indian Wood Products Company Limited,IWP,,,,,,
Le Travenues Technology Limited,IXIGO,,,,,,
IZMO Limited,IZMO,,,,,,
The Jammu & Kashmir Bank Limited,J&KBANK,,,,,,
Jagran Prakashan Limited,JAGRAN,,,,,,
Jagsonpal Pharmaceuticals Limited,JAGSNPHARM,,,,,,
Jai Balaji Industries Limited,JAIBALAJI,,,,,,
Jai Corp Limited,JAICORPLTD,,,,,,
Jain Resource Recycling Limited,JAINREC,,,,,,
Nandani Creation Limited,JAIPURKURT,,,,,,
Jamna Auto Industries Limited,JAMNAAUTO,,,,,,
Jaro Institute of Technology Management and Research Limited,JARO,,,,,,
Jash Engineering Limited,JASH,,,,,,
Jayant Agro Organics Limited,JAYAGROGN,,,,,,
Jay Bharat Maruti Limited,JAYBARMARU,,,,,,
Jaykay Enterprises Limited,JAYKAY,,,,,,
Jayaswal Neco Industries Limited,JAYNECOIND,,,,,,
Jayshree Tea & Industries Limited,JAYSREETEA,,,,,,
JB Chemicals & Pharmaceuticals Limited,JBCHEPHARM,,,,,,
JBM Auto Limited,JBMA,,,,,,
Jet Freight Logistics Limited,JETFREIGHT,,,,,,
J.G.Chemicals Limited,JGCHEM,,,,,,
JHS Svendgaard Laboratories Limited,JHS,,,,,,
Jindal Photo Limited,JINDALPHOT,,,,,,
Jindal Poly Films Limited,JINDALPOLY,,,,,,
Jindal Saw Limited,JINDALSAW,,,,,,
JINDAL STEEL LIMITED,JINDALSTEL,,,,,,
Jindal Drilling And Industries Limited,JINDRILL,,,,,,
Jindal Worldwide Limited,JINDWORLD,,,,,,
Jio Financial Services Limited,JIOFIN,,,,,,
Jain Irrigation Systems Limited,JISLDVREQS,,,,,,
JITF Infralogistics Limited,JITFINFRA,,,,,,
JK Cement Limited,JKCEMENT,,,,,,
J.Kumar Infraprojects Limited,JKIL,,,,,,
Jinkushal Industries Limited,JKIPL,,,,,,
JK Lakshmi Cement Limited,JKLAKSHMI,,,,,,
JK Paper Limited,JKPAPER,,,,,,
JK Tyre & Industries Limited,JKTYRE,,,,,,
Jupiter Life Line Hospitals Limited,JLHL,,,,,,
Jullundur Motor Agency (Delhi) Limited,JMA,,,,,,
JM Financial Limited,JMFINANCIL,,,,,,
JNK India Limited,JNKINDIA,,,,,,
Jocil Limited,JOCIL,,,,,,
Jindal Poly Investment and Finance Company Limited,JPOLYINVST,,,,,,
